bank_id,course_family,course_profile,unit,section,destination,destination_group,destination_slot,retrieval_role,dok,learning_target,i_can,framework_alignment,item_type,answer_type,figure_files,source_basis,notes
U1-S5-PS3-Q04,MATH,MATH_AP_CALCULUS,1,1.5,practice_set_3,practice,Q04,current-section,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",algebra_asymptotes,exact_and_reason,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-PS3-Q05,MATH,MATH_AP_CALCULUS,1,1.5,practice_set_3,practice,Q05,current-section,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",ivt_application,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-PS3-Q06,MATH,MATH_AP_CALCULUS,1,1.5,practice_set_3,practice,Q06,current-section,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",ivt_application,decision_and_reason,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-PS3-Q07,MATH,MATH_AP_CALCULUS,1,1.5,practice_set_3,practice,Q07,current-section,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",theorem_condition,decision_and_reason,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-PS3-Q08,MATH,MATH_AP_CALCULUS,1,1.5,practice_set_3,practice,Q08,current-section,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",claim_critique,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-PS3-Q09,MATH,MATH_AP_CALCULUS,1,1.5,practice_set_3,practice,Q09,current-section,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",error_analysis,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-PS3-Q10,MATH,MATH_AP_CALCULUS,1,1.5,practice_set_3,practice,Q10,current-section,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",sign_reasoning,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-PS3-Q11,MATH,MATH_AP_CALCULUS,1,1.5,practice_set_3,practice,Q11,current-section,1,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",multiple_choice,choice,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-PS3-Q12,MATH,MATH_AP_CALCULUS,1,1.5,practice_set_3,practice,Q12,current-section,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",end_behavior,exact_and_interpretation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-PS3-Q13,MATH,MATH_AP_CALCULUS,1,1.5,practice_set_3,practice,Q13,current-section,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",structure_reasoning,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-PS3-Q14,MATH,MATH_AP_CALCULUS,1,1.5,practice_set_3,practice,Q14,current-section,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",ivt_constructed,examples,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-PS3-Q15,MATH,MATH_AP_CALCULUS,1,1.5,practice_set_3,practice,Q15,current-section,1,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",short_answer,exact_and_interpretation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-PS3-Q16,MATH,MATH_AP_CALCULUS,1,1.5,practice_set_3,practice,Q16,current-section,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",claim_critique,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-PS3-Q17,MATH,MATH_AP_CALCULUS,1,1.5,practice_set_3,practice,Q17,current-section,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",ivt_justification,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-PS3-Q18,MATH,MATH_AP_CALCULUS,1,1.5,practice_set_3,practice,Q18,current-section,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",algebra_end_behavior,exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-PS3-Q19,MATH,MATH_AP_CALCULUS,1,1.5,practice_set_3,practice,Q19,current-section,1,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",notation,exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-PS3-Q20,MATH,MATH_AP_CALCULUS,1,1.5,practice_set_3,practice,Q20,current-section,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",multipart_reasoning,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-XP-Q01,MATH,MATH_AP_CALCULUS,1,1.5,extra_practice,practice,Q01,current-section,1,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",short_explanation,interpretation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-XP-Q02,MATH,MATH_AP_CALCULUS,1,1.5,extra_practice,practice,Q02,current-section,1,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",short_answer,exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-XP-Q03,MATH,MATH_AP_CALCULUS,1,1.5,extra_practice,practice,Q03,current-section,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",graph_constructed,exact,u1_s5_xp_q03_asymptote_evidence.png,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-XP-Q04,MATH,MATH_AP_CALCULUS,1,1.5,extra_practice,practice,Q04,current-section,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",algebra_asymptotes,exact_and_reason,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-XP-Q05,MATH,MATH_AP_CALCULUS,1,1.5,extra_practice,practice,Q05,current-section,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",ivt_application,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-XP-Q06,MATH,MATH_AP_CALCULUS,1,1.5,extra_practice,practice,Q06,current-section,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",ivt_application,decision_and_reason,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-XP-Q07,MATH,MATH_AP_CALCULUS,1,1.5,extra_practice,practice,Q07,current-section,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",theorem_condition,decision_and_reason,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-XP-Q08,MATH,MATH_AP_CALCULUS,1,1.5,extra_practice,practice,Q08,current-section,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",claim_critique,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-XP-Q09,MATH,MATH_AP_CALCULUS,1,1.5,extra_practice,practice,Q09,current-section,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",error_analysis,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-XP-Q10,MATH,MATH_AP_CALCULUS,1,1.5,extra_practice,practice,Q10,current-section,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",sign_reasoning,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-XP-Q11,MATH,MATH_AP_CALCULUS,1,1.5,extra_practice,practice,Q11,current-section,1,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",multiple_choice,choice,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-XP-Q12,MATH,MATH_AP_CALCULUS,1,1.5,extra_practice,practice,Q12,current-section,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",end_behavior,exact_and_interpretation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-XP-Q13,MATH,MATH_AP_CALCULUS,1,1.5,extra_practice,practice,Q13,current-section,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",structure_reasoning,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-XP-Q14,MATH,MATH_AP_CALCULUS,1,1.5,extra_practice,practice,Q14,current-section,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",ivt_constructed,examples,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-XP-Q15,MATH,MATH_AP_CALCULUS,1,1.5,extra_practice,practice,Q15,current-section,1,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",short_answer,exact_and_interpretation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-XP-Q16,MATH,MATH_AP_CALCULUS,1,1.5,extra_practice,practice,Q16,current-section,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",claim_critique,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-XP-Q17,MATH,MATH_AP_CALCULUS,1,1.5,extra_practice,practice,Q17,current-section,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",ivt_justification,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-XP-Q18,MATH,MATH_AP_CALCULUS,1,1.5,extra_practice,practice,Q18,current-section,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",algebra_end_behavior,exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-XP-Q19,MATH,MATH_AP_CALCULUS,1,1.5,extra_practice,practice,Q19,current-section,1,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",notation,exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S5-XP-Q20,MATH,MATH_AP_CALCULUS,1,1.5,extra_practice,practice,Q20,current-section,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",multipart_reasoning,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-TAR-Q01,MATH,MATH_AP_CALCULUS,1,1.1,tarsia,tarsia,Q01,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S1-TAR-Q02,MATH,MATH_AP_CALCULUS,1,1.1,tarsia,tarsia,Q02,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S1-TAR-Q03,MATH,MATH_AP_CALCULUS,1,1.1,tarsia,tarsia,Q03,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S1-TAR-Q04,MATH,MATH_AP_CALCULUS,1,1.1,tarsia,tarsia,Q04,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S1-TAR-Q05,MATH,MATH_AP_CALCULUS,1,1.1,tarsia,tarsia,Q05,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S1-TAR-Q06,MATH,MATH_AP_CALCULUS,1,1.1,tarsia,tarsia,Q06,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S1-TAR-Q07,MATH,MATH_AP_CALCULUS,1,1.1,tarsia,tarsia,Q07,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S1-TAR-Q08,MATH,MATH_AP_CALCULUS,1,1.1,tarsia,tarsia,Q08,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S1-TAR-Q09,MATH,MATH_AP_CALCULUS,1,1.1,tarsia,tarsia,Q09,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S1-TAR-Q10,MATH,MATH_AP_CALCULUS,1,1.1,tarsia,tarsia,Q10,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S1-TAR-Q11,MATH,MATH_AP_CALCULUS,1,1.1,tarsia,tarsia,Q11,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S1-TAR-Q12,MATH,MATH_AP_CALCULUS,1,1.1,tarsia,tarsia,Q12,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S1-TAR-Q13,MATH,MATH_AP_CALCULUS,1,1.1,tarsia,tarsia,Q13,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S1-TAR-Q14,MATH,MATH_AP_CALCULUS,1,1.1,tarsia,tarsia,Q14,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S1-TAR-Q15,MATH,MATH_AP_CALCULUS,1,1.1,tarsia,tarsia,Q15,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S1-TAR-Q16,MATH,MATH_AP_CALCULUS,1,1.1,tarsia,tarsia,Q16,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
