bank_id,pm_family,course,unit,section,destination,destination_group,destination_slot,retrieval_stage_or_scope,mastery_goal_id,evidence_point_id,summative_version,blueprint_slot_id,question_family_id,variation_mode,task_architecture,dok,learning_target,i_can,practice_standard,item_type,answer_type,security_level,estimated_time_sec,figure_files,figure_source,graph_tool_type,source_basis,notes
U1-S3-PS2-Q02,AP/SCI,AP Calculus AB,1,1.3,Practice Set 2,Practice Set,Q02,current-section,U1-MG02,,,,U1-S3-P-SUB,routine_procedural_numeric,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Analytical Strategy Selection,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-PS2-Q03,AP/SCI,AP Calculus AB,1,1.3,Practice Set 2,Practice Set,Q03,current-section,U1-MG02,,,,U1-S3-P-SUB,routine_procedural_numeric,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-PS2-Q04,AP/SCI,AP Calculus AB,1,1.3,Practice Set 2,Practice Set,Q04,current-section,U1-MG02,,,,U1-S3-P-SUB,routine_procedural_numeric,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Critique of Reasoning,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-PS2-Q05,AP/SCI,AP Calculus AB,1,1.3,Practice Set 2,Practice Set,Q05,current-section,U1-MG02,,,,U1-S3-P-FACT,routine_procedural_structure,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Justification and Theorem Conditions,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-PS2-Q06,AP/SCI,AP Calculus AB,1,1.3,Practice Set 2,Practice Set,Q06,current-section,U1-MG02,,,,U1-S3-P-FACT,routine_procedural_structure,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Analytical Strategy Selection,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-PS2-Q07,AP/SCI,AP Calculus AB,1,1.3,Practice Set 2,Practice Set,Q07,current-section,U1-MG02,,,,U1-S3-P-FACT,routine_procedural_structure,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-PS2-Q08,AP/SCI,AP Calculus AB,1,1.3,Practice Set 2,Practice Set,Q08,current-section,U1-MG02,,,,U1-S3-P-FACT,routine_procedural_structure,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Critique of Reasoning,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-PS2-Q09,AP/SCI,AP Calculus AB,1,1.3,Practice Set 2,Practice Set,Q09,current-section,U1-MG02,,,,U1-S3-P-CONJ,routine_procedural_numeric,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Justification and Theorem Conditions,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-PS2-Q10,AP/SCI,AP Calculus AB,1,1.3,Practice Set 2,Practice Set,Q10,current-section,U1-MG02,,,,U1-S3-P-CONJ,routine_procedural_numeric,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Analytical Strategy Selection,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-PS2-Q11,AP/SCI,AP Calculus AB,1,1.3,Practice Set 2,Practice Set,Q11,current-section,U1-MG02,,,,U1-S3-P-CONJ,routine_procedural_numeric,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-PS2-Q12,AP/SCI,AP Calculus AB,1,1.3,Practice Set 2,Practice Set,Q12,current-section,U1-MG02,,,,U1-S3-P-TRIG,routine_procedural_numeric,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Critique of Reasoning,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-PS2-Q13,AP/SCI,AP Calculus AB,1,1.3,Practice Set 2,Practice Set,Q13,current-section,U1-MG02,,,,U1-S3-P-TRIG,routine_procedural_numeric,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Justification and Theorem Conditions,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-PS2-Q14,AP/SCI,AP Calculus AB,1,1.3,Practice Set 2,Practice Set,Q14,current-section,U1-MG02,,,,U1-S3-P-TRIG,routine_procedural_numeric,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Analytical Strategy Selection,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-PS2-Q15,AP/SCI,AP Calculus AB,1,1.3,Practice Set 2,Practice Set,Q15,current-section,U1-MG02,,,,U1-S3-P-SQUEEZE,reasoning_shift,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-PS2-Q16,AP/SCI,AP Calculus AB,1,1.3,Practice Set 2,Practice Set,Q16,current-section,U1-MG02,,,,U1-S3-P-SQUEEZE,reasoning_shift,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Critique of Reasoning,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-PS2-Q17,AP/SCI,AP Calculus AB,1,1.3,Practice Set 2,Practice Set,Q17,current-section,U1-MG02,,,,U1-S3-P-ERROR,reasoning_shift,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Justification and Theorem Conditions,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-PS2-Q18,AP/SCI,AP Calculus AB,1,1.3,Practice Set 2,Practice Set,Q18,current-section,U1-MG02,,,,U1-S3-P-ERROR,reasoning_shift,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Analytical Strategy Selection,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S4-PS2-Q01,AP/SCI,AP Calculus AB,1,1.4,Practice Set 2,Practice Set,Q01,current-section,U1-MG03,,,,U1-S4-P-COND,reasoning_shift,,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.",Interpretation Across Representations,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S4-PS2-Q02,AP/SCI,AP Calculus AB,1,1.4,Practice Set 2,Practice Set,Q02,current-section,U1-MG03,,,,U1-S4-P-COND,reasoning_shift,,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.",Justification and Theorem Conditions,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S4-PS2-Q03,AP/SCI,AP Calculus AB,1,1.4,Practice Set 2,Practice Set,Q03,current-section,U1-MG03,,,,U1-S4-P-COND,reasoning_shift,,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.",Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S4-PS2-Q04,AP/SCI,AP Calculus AB,1,1.4,Practice Set 2,Practice Set,Q04,current-section,U1-MG03,,,,U1-S4-P-COND,reasoning_shift,,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.",Modeling,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S4-PS2-Q05,AP/SCI,AP Calculus AB,1,1.4,Practice Set 2,Practice Set,Q05,current-section,U1-MG03,,,,U1-S4-P-PIECE,routine_procedural_structure,,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.",Interpretation Across Representations,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S4-PS2-Q06,AP/SCI,AP Calculus AB,1,1.4,Practice Set 2,Practice Set,Q06,current-section,U1-MG03,,,,U1-S4-P-PIECE,routine_procedural_structure,,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.",Justification and Theorem Conditions,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S4-PS2-Q07,AP/SCI,AP Calculus AB,1,1.4,Practice Set 2,Practice Set,Q07,current-section,U1-MG03,,,,U1-S4-P-PIECE,routine_procedural_structure,,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.",Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S4-PS2-Q08,AP/SCI,AP Calculus AB,1,1.4,Practice Set 2,Practice Set,Q08,current-section,U1-MG03,,,,U1-S4-P-PIECE,routine_procedural_structure,,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.",Modeling,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S4-PS2-Q09,AP/SCI,AP Calculus AB,1,1.4,Practice Set 2,Practice Set,Q09,current-section,U1-MG03,,,,U1-S4-P-CLASS,conceptual_reword,,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.",Interpretation Across Representations,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S4-PS2-Q10,AP/SCI,AP Calculus AB,1,1.4,Practice Set 2,Practice Set,Q10,current-section,U1-MG03,,,,U1-S4-P-CLASS,conceptual_reword,,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.",Justification and Theorem Conditions,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S4-PS2-Q11,AP/SCI,AP Calculus AB,1,1.4,Practice Set 2,Practice Set,Q11,current-section,U1-MG03,,,,U1-S4-P-CLASS,conceptual_reword,,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.",Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S4-PS2-Q12,AP/SCI,AP Calculus AB,1,1.4,Practice Set 2,Practice Set,Q12,current-section,U1-MG03,,,,U1-S4-P-CLASS,conceptual_reword,,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.",Modeling,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S4-PS2-Q13,AP/SCI,AP Calculus AB,1,1.4,Practice Set 2,Practice Set,Q13,current-section,U1-MG03,,,,U1-S4-P-THREE,conceptual_reword,,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.",Interpretation Across Representations,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S4-PS2-Q14,AP/SCI,AP Calculus AB,1,1.4,Practice Set 2,Practice Set,Q14,current-section,U1-MG03,,,,U1-S4-P-THREE,conceptual_reword,,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.",Justification and Theorem Conditions,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S4-PS2-Q15,AP/SCI,AP Calculus AB,1,1.4,Practice Set 2,Practice Set,Q15,current-section,U1-MG03,,,,U1-S4-P-THREE,conceptual_reword,,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.",Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S4-PS2-Q16,AP/SCI,AP Calculus AB,1,1.4,Practice Set 2,Practice Set,Q16,current-section,U1-MG03,,,,U1-S4-P-ERROR,reasoning_shift,,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.",Modeling,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S4-PS2-Q17,AP/SCI,AP Calculus AB,1,1.4,Practice Set 2,Practice Set,Q17,current-section,U1-MG03,,,,U1-S4-P-ERROR,reasoning_shift,,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.",Interpretation Across Representations,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S4-PS2-Q18,AP/SCI,AP Calculus AB,1,1.4,Practice Set 2,Practice Set,Q18,current-section,U1-MG03,,,,U1-S4-P-ERROR,reasoning_shift,,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.",Justification and Theorem Conditions,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS2-Q01,AP/SCI,AP Calculus AB,1,1.5,Practice Set 2,Practice Set,Q01,current-section,U1-MG04,,,,U1-S5-P-ASYM,routine_procedural_structure,,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Justification and Theorem Conditions,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS2-Q02,AP/SCI,AP Calculus AB,1,1.5,Practice Set 2,Practice Set,Q02,current-section,U1-MG04,,,,U1-S5-P-ASYM,routine_procedural_structure,,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS2-Q03,AP/SCI,AP Calculus AB,1,1.5,Practice Set 2,Practice Set,Q03,current-section,U1-MG04,,,,U1-S5-P-ASYM,routine_procedural_structure,,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Modeling,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS2-Q04,AP/SCI,AP Calculus AB,1,1.5,Practice Set 2,Practice Set,Q04,current-section,U1-MG04,,,,U1-S5-P-ASYM,routine_procedural_structure,,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Analytical Strategy Selection,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS2-Q05,AP/SCI,AP Calculus AB,1,1.5,Practice Set 2,Practice Set,Q05,current-section,U1-MG04,,,,U1-S5-P-INF,conceptual_reword,,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Calculator and Non-Calculator Reasoning,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS2-Q06,AP/SCI,AP Calculus AB,1,1.5,Practice Set 2,Practice Set,Q06,current-section,U1-MG04,,,,U1-S5-P-INF,conceptual_reword,,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Justification and Theorem Conditions,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS2-Q07,AP/SCI,AP Calculus AB,1,1.5,Practice Set 2,Practice Set,Q07,current-section,U1-MG04,,,,U1-S5-P-INF,conceptual_reword,,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS2-Q08,AP/SCI,AP Calculus AB,1,1.5,Practice Set 2,Practice Set,Q08,current-section,U1-MG04,,,,U1-S5-P-INF,conceptual_reword,,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Modeling,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS2-Q09,AP/SCI,AP Calculus AB,1,1.5,Practice Set 2,Practice Set,Q09,current-section,U1-MG04,,,,U1-S5-P-END,conceptual_reword,,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Analytical Strategy Selection,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS2-Q10,AP/SCI,AP Calculus AB,1,1.5,Practice Set 2,Practice Set,Q10,current-section,U1-MG04,,,,U1-S5-P-END,conceptual_reword,,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Calculator and Non-Calculator Reasoning,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS2-Q11,AP/SCI,AP Calculus AB,1,1.5,Practice Set 2,Practice Set,Q11,current-section,U1-MG04,,,,U1-S5-P-END,conceptual_reword,,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Justification and Theorem Conditions,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS2-Q12,AP/SCI,AP Calculus AB,1,1.5,Practice Set 2,Practice Set,Q12,current-section,U1-MG04,,,,U1-S5-P-END,conceptual_reword,,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS2-Q13,AP/SCI,AP Calculus AB,1,1.5,Practice Set 2,Practice Set,Q13,current-section,U1-MG04,,,,U1-S5-P-IVT,reasoning_shift,,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Modeling,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS2-Q14,AP/SCI,AP Calculus AB,1,1.5,Practice Set 2,Practice Set,Q14,current-section,U1-MG04,,,,U1-S5-P-IVT,reasoning_shift,,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Analytical Strategy Selection,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS2-Q15,AP/SCI,AP Calculus AB,1,1.5,Practice Set 2,Practice Set,Q15,current-section,U1-MG04,,,,U1-S5-P-IVT,reasoning_shift,,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Calculator and Non-Calculator Reasoning,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS2-Q16,AP/SCI,AP Calculus AB,1,1.5,Practice Set 2,Practice Set,Q16,current-section,U1-MG04,,,,U1-S5-P-IVT,reasoning_shift,,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Justification and Theorem Conditions,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS2-Q17,AP/SCI,AP Calculus AB,1,1.5,Practice Set 2,Practice Set,Q17,current-section,U1-MG04,,,,U1-S5-P-IVTERR,reasoning_shift,,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS2-Q18,AP/SCI,AP Calculus AB,1,1.5,Practice Set 2,Practice Set,Q18,current-section,U1-MG04,,,,U1-S5-P-IVTERR,reasoning_shift,,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Modeling,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S1-PS3-Q01,AP/SCI,AP Calculus AB,1,1.1,Practice Set 3,Practice Set,Q01,current-section,U1-MG01,,,,U1-S1-P-TAB,representation_shift,,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,Interpretation Across Representations,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S1-PS3-Q02,AP/SCI,AP Calculus AB,1,1.1,Practice Set 3,Practice Set,Q02,current-section,U1-MG01,,,,U1-S1-P-TAB,representation_shift,,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
