bank_id,course_family,unit,section,destination,destination_group,destination_slot,spiral_role,dok,learning_target,i_can,framework_alignment,item_type,answer_type,figure_files,source_basis,notes
U7-S3-PS2-M09,MATH,7,7.3,practice_set_2,practice,ps2_m09,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,antiderivative_retrieval,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-PS2-M10,MATH,7,7.3,practice_set_2,practice,ps2_m10,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,definite_integral_retrieval,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-PS3-C01,MATH,7,7.3,practice_set_3,practice,ps3_c01,current,1,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.","I can separate variables correctly, integrate both sides, include constants, recognize possible lost equilibrium solutions, and compare equivalent implicit or explicit forms.",AP Topic 7.6,separation_compact,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Tarsia-friendly concise source.
U7-S3-PS3-C02,MATH,7,7.3,practice_set_3,practice,ps3_c02,current,1,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.","I can separate variables correctly, integrate both sides, include constants, recognize possible lost equilibrium solutions, and compare equivalent implicit or explicit forms.",AP Topic 7.6,separation_compact,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Tarsia-friendly concise source.
U7-S3-PS3-C03,MATH,7,7.3,practice_set_3,practice,ps3_c03,current,1,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.","I can separate variables correctly, integrate both sides, include constants, recognize possible lost equilibrium solutions, and compare equivalent implicit or explicit forms.",AP Topic 7.6,separation_compact,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Tarsia-friendly concise source.
U7-S3-PS3-C04,MATH,7,7.3,practice_set_3,practice,ps3_c04,current,1,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.","I can separate variables correctly, integrate both sides, include constants, recognize possible lost equilibrium solutions, and compare equivalent implicit or explicit forms.",AP Topic 7.6,separation_compact,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Tarsia-friendly concise source.
U7-S3-PS3-C05,MATH,7,7.3,practice_set_3,practice,ps3_c05,current,1,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.","I can separate variables correctly, integrate both sides, include constants, recognize possible lost equilibrium solutions, and compare equivalent implicit or explicit forms.",AP Topic 7.6,separation_compact,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Tarsia-friendly concise source.
U7-S3-PS3-L01,MATH,7,7.3,practice_set_3,practice,ps3_l01,last,1,"Sketch and interpret slope fields, connect local slope behavior to differential equations, and reason about solution curves graphically.",I can retrieve and apply the most recent prerequisite learning.,AP Topic 7.6,local_slope_compact,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Tarsia-friendly concise source.
U7-S3-PS3-L02,MATH,7,7.3,practice_set_3,practice,ps3_l02,last,1,"Sketch and interpret slope fields, connect local slope behavior to differential equations, and reason about solution curves graphically.",I can retrieve and apply the most recent prerequisite learning.,AP Topic 7.6,local_slope_compact,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Tarsia-friendly concise source.
U7-S3-PS3-L03,MATH,7,7.3,practice_set_3,practice,ps3_l03,last,1,"Sketch and interpret slope fields, connect local slope behavior to differential equations, and reason about solution curves graphically.",I can retrieve and apply the most recent prerequisite learning.,AP Topic 7.6,local_slope_compact,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Tarsia-friendly concise source.
U7-S3-PS3-L04,MATH,7,7.3,practice_set_3,practice,ps3_l04,last,1,"Sketch and interpret slope fields, connect local slope behavior to differential equations, and reason about solution curves graphically.",I can retrieve and apply the most recent prerequisite learning.,AP Topic 7.6,local_slope_compact,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Tarsia-friendly concise source.
U7-S3-PS3-L05,MATH,7,7.3,practice_set_3,practice,ps3_l05,last,1,"Sketch and interpret slope fields, connect local slope behavior to differential equations, and reason about solution curves graphically.",I can retrieve and apply the most recent prerequisite learning.,AP Topic 7.6,local_slope_compact,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Tarsia-friendly concise source.
U7-S3-PS3-M01,MATH,7,7.3,practice_set_3,practice,ps3_m01,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,derivative_relationship_retrieval,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Tarsia-friendly concise source.
U7-S3-PS3-M02,MATH,7,7.3,practice_set_3,practice,ps3_m02,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,antiderivative_retrieval,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Tarsia-friendly concise source.
U7-S3-PS3-M03,MATH,7,7.3,practice_set_3,practice,ps3_m03,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,definite_integral_retrieval,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Tarsia-friendly concise source.
U7-S3-PS3-M04,MATH,7,7.3,practice_set_3,practice,ps3_m04,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,units_retrieval,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Tarsia-friendly concise source.
U7-S3-PS3-M05,MATH,7,7.3,practice_set_3,practice,ps3_m05,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,algebra_retrieval,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Tarsia-friendly concise source.
U7-S3-PS3-M06,MATH,7,7.3,practice_set_3,practice,ps3_m06,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,function_notation_retrieval,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Tarsia-friendly concise source.
U7-S3-PS3-M07,MATH,7,7.3,practice_set_3,practice,ps3_m07,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,graph_sign_retrieval,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Tarsia-friendly concise source.
U7-S3-PS3-M08,MATH,7,7.3,practice_set_3,practice,ps3_m08,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,limit_retrieval,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Tarsia-friendly concise source.
U7-S3-PS3-M09,MATH,7,7.3,practice_set_3,practice,ps3_m09,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,derivative_relationship_retrieval,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Tarsia-friendly concise source.
U7-S3-PS3-M10,MATH,7,7.3,practice_set_3,practice,ps3_m10,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,antiderivative_retrieval,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Tarsia-friendly concise source.
U7-S3-XP-C01,MATH,7,7.3,extra_practice,practice,xp_c01,current,3,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.","I can separate variables correctly, integrate both sides, include constants, recognize possible lost equilibrium solutions, and compare equivalent implicit or explicit forms.",AP Topic 7.6,lost_equilibrium_solutions,constructed_response,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-XP-C02,MATH,7,7.3,extra_practice,practice,xp_c02,current,3,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.","I can separate variables correctly, integrate both sides, include constants, recognize possible lost equilibrium solutions, and compare equivalent implicit or explicit forms.",AP Topic 7.6,separation_solution_critique,constructed_response,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-XP-C03,MATH,7,7.3,extra_practice,practice,xp_c03,current,2,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.","I can separate variables correctly, integrate both sides, include constants, recognize possible lost equilibrium solutions, and compare equivalent implicit or explicit forms.",AP Topic 7.6,separable_xy,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-XP-C04,MATH,7,7.3,extra_practice,practice,xp_c04,current,2,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.","I can separate variables correctly, integrate both sides, include constants, recognize possible lost equilibrium solutions, and compare equivalent implicit or explicit forms.",AP Topic 7.6,separable_exponential_family,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-XP-C05,MATH,7,7.3,extra_practice,practice,xp_c05,current,2,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.","I can separate variables correctly, integrate both sides, include constants, recognize possible lost equilibrium solutions, and compare equivalent implicit or explicit forms.",AP Topic 7.6,separable_inverse_tangent,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-XP-L01,MATH,7,7.3,extra_practice,practice,xp_l01,last,1,"Sketch and interpret slope fields, connect local slope behavior to differential equations, and reason about solution curves graphically.",I can retrieve and apply the most recent prerequisite learning.,AP Topic 7.6,local_slope_from_de,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-XP-L02,MATH,7,7.3,extra_practice,practice,xp_l02,last,2,"Sketch and interpret slope fields, connect local slope behavior to differential equations, and reason about solution curves graphically.",I can retrieve and apply the most recent prerequisite learning.,AP Topic 7.6,solution_curve_initial_direction,text,u7_s3_xp_l02_solution_tendency.png,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-XP-L03,MATH,7,7.3,extra_practice,practice,xp_l03,last,2,"Sketch and interpret slope fields, connect local slope behavior to differential equations, and reason about solution curves graphically.",I can retrieve and apply the most recent prerequisite learning.,AP Topic 7.6,field_equation_match,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-XP-L04,MATH,7,7.3,extra_practice,practice,xp_l04,last,2,"Sketch and interpret slope fields, connect local slope behavior to differential equations, and reason about solution curves graphically.",I can retrieve and apply the most recent prerequisite learning.,AP Topic 7.6,slope_field_table,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-XP-L05,MATH,7,7.3,extra_practice,practice,xp_l05,last,3,"Sketch and interpret slope fields, connect local slope behavior to differential equations, and reason about solution curves graphically.",I can retrieve and apply the most recent prerequisite learning.,AP Topic 7.6,solution_curve_critique,constructed_response,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-XP-M01,MATH,7,7.3,extra_practice,practice,xp_m01,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,limit_retrieval,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-XP-M02,MATH,7,7.3,extra_practice,practice,xp_m02,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,derivative_relationship_retrieval,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-XP-M03,MATH,7,7.3,extra_practice,practice,xp_m03,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,antiderivative_retrieval,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-XP-M04,MATH,7,7.3,extra_practice,practice,xp_m04,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,definite_integral_retrieval,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-XP-M05,MATH,7,7.3,extra_practice,practice,xp_m05,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,units_retrieval,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-XP-M06,MATH,7,7.3,extra_practice,practice,xp_m06,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,algebra_retrieval,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-XP-M07,MATH,7,7.3,extra_practice,practice,xp_m07,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,function_notation_retrieval,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-XP-M08,MATH,7,7.3,extra_practice,practice,xp_m08,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,graph_sign_retrieval,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-XP-M09,MATH,7,7.3,extra_practice,practice,xp_m09,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,limit_retrieval,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-XP-M10,MATH,7,7.3,extra_practice,practice,xp_m10,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.6,derivative_relationship_retrieval,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS1-C01,MATH,7,7.4,practice_set_1,practice,ps1_c01,current,1,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can use an initial condition to select one member of a solution family and express the requested particular solution with an appropriate branch or form.,AP Topic 7.7,initial_condition_constant,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS1-C02,MATH,7,7.4,practice_set_1,practice,ps1_c02,current,2,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can use an initial condition to select one member of a solution family and express the requested particular solution with an appropriate branch or form.,AP Topic 7.7,particular_separable_implicit,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS1-C03,MATH,7,7.4,practice_set_1,practice,ps1_c03,current,1,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can use an initial condition to select one member of a solution family and express the requested particular solution with an appropriate branch or form.,AP Topic 7.7,general_particular_distinction,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS1-C04,MATH,7,7.4,practice_set_1,practice,ps1_c04,current,2,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can use an initial condition to select one member of a solution family and express the requested particular solution with an appropriate branch or form.,AP Topic 7.7,particular_branch_selection,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS1-C05,MATH,7,7.4,practice_set_1,practice,ps1_c05,current,3,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can use an initial condition to select one member of a solution family and express the requested particular solution with an appropriate branch or form.,AP Topic 7.7,initial_condition_sequence_critique,constructed_response,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS1-L01,MATH,7,7.4,practice_set_1,practice,ps1_l01,last,3,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.",I can retrieve and apply the most recent prerequisite learning.,AP Topic 7.7,lost_equilibrium_solutions,constructed_response,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS1-L02,MATH,7,7.4,practice_set_1,practice,ps1_l02,last,3,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.",I can retrieve and apply the most recent prerequisite learning.,AP Topic 7.7,separation_solution_critique,constructed_response,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS1-L03,MATH,7,7.4,practice_set_1,practice,ps1_l03,last,2,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.",I can retrieve and apply the most recent prerequisite learning.,AP Topic 7.7,separable_xy,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS1-L04,MATH,7,7.4,practice_set_1,practice,ps1_l04,last,2,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.",I can retrieve and apply the most recent prerequisite learning.,AP Topic 7.7,separable_exponential_family,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS1-L05,MATH,7,7.4,practice_set_1,practice,ps1_l05,last,2,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.",I can retrieve and apply the most recent prerequisite learning.,AP Topic 7.7,separable_inverse_tangent,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS1-M01,MATH,7,7.4,practice_set_1,practice,ps1_m01,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.7,definite_integral_retrieval,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS1-M02,MATH,7,7.4,practice_set_1,practice,ps1_m02,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.7,units_retrieval,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS1-M03,MATH,7,7.4,practice_set_1,practice,ps1_m03,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.7,algebra_retrieval,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS1-M04,MATH,7,7.4,practice_set_1,practice,ps1_m04,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.7,function_notation_retrieval,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS1-M05,MATH,7,7.4,practice_set_1,practice,ps1_m05,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.7,graph_sign_retrieval,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS1-M06,MATH,7,7.4,practice_set_1,practice,ps1_m06,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.7,limit_retrieval,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS1-M07,MATH,7,7.4,practice_set_1,practice,ps1_m07,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.7,derivative_relationship_retrieval,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS1-M08,MATH,7,7.4,practice_set_1,practice,ps1_m08,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.7,antiderivative_retrieval,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS1-M09,MATH,7,7.4,practice_set_1,practice,ps1_m09,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.7,definite_integral_retrieval,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS1-M10,MATH,7,7.4,practice_set_1,practice,ps1_m10,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,"I can retrieve durable derivative, antiderivative, algebra, notation, graph, and units learning.",AP Topic 7.7,units_retrieval,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS2-C01,MATH,7,7.4,practice_set_2,practice,ps2_c01,current,2,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can use an initial condition to select one member of a solution family and express the requested particular solution with an appropriate branch or form.,AP Topic 7.7,particular_separable_implicit,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS2-C02,MATH,7,7.4,practice_set_2,practice,ps2_c02,current,1,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can use an initial condition to select one member of a solution family and express the requested particular solution with an appropriate branch or form.,AP Topic 7.7,general_particular_distinction,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-PS2-C03,MATH,7,7.4,practice_set_2,practice,ps2_c03,current,2,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can use an initial condition to select one member of a solution family and express the requested particular solution with an appropriate branch or form.,AP Topic 7.7,particular_branch_selection,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
